subject,stage,chan,P1_window,N1_window,P2_window,N2_window,MMN1_window,P1_975,P1_1000,P1_1025,N1_975,N1_1000,N1_1025,P2_975,P2_1000,P2_1025,N2_975,N2_1000,N2_1025,MMN1_975,MMN1_975_latency,MMN1_1025,MMN1_1025_latency,P1-N1_975,P1-N1_1000,P1-N1_1025
4,long-term,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.72667485741731,7.029669274971104,5.112711294422404,5.366227655383653,3.9486515969908007,3.5481895296938144,5.3554401191889625,2.2787728982921487,3.9340292893532474,-6.2313463523925385,-5.306396599020206,-7.772780647575184,-1.8967582233332732,376.0,-2.5757506336416696,304.0,2.360447202033656,3.081017677980303,1.5645217647285894
5,before,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.878688159746702,5.943850051443494,4.193334851672709,3.5450243585565278,3.945259724851136,2.9475397175811464,7.37158906289142,6.74201247747712,5.866459088200322,-5.655016403161015,-6.418630657309405,-8.129484924208109,-2.250691144015282,398.0,-2.5978944113094773,242.0,3.333663801190174,1.9985903265923581,1.245795134091563
5,before,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.454544527998798,7.303617566548108,4.465970843516901,4.532353722727914,4.075023116352424,1.7926914670756695,6.099734583233618,5.400644654865574,4.063929528894506,-4.831482888246853,-4.59863667914125,-6.357408766614305,-2.6914951582703943,324.0,-3.1883059967328897,274.0,2.9221908052708843,3.2285944501956836,2.673279376441232
5,before,F4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.461207110054509,6.1307067049711454,4.245249268755845,2.7968469107485845,3.940891713120101,2.1730927861984557,5.880823176258336,5.663213051458844,3.9329902636879512,-5.614859202613046,-6.283318703315429,-8.496749223549545,-2.2751717459805287,398.0,-3.082043122490394,358.0,3.664360199305925,2.1898149918510446,2.0721564825573897
5,before,C3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.709536146132832,5.224111587408708,3.963577111035635,2.016043931221952,1.846680682167729,1.7873695818818949,6.647135515401782,6.442120733365448,5.193480851529231,-4.855946090525566,-4.106497244651413,-5.974625563885045,-3.437022502957043,394.0,-3.2959936307719953,276.0,3.69349221491088,3.377430905240979,2.17620752915374
5,before,C4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.163899191844402,5.017263269266059,3.1153043331090533,3.0218130812839683,3.02683838407845,3.3955624883969366,7.3878371723941125,6.939490311698664,6.144418220059854,-4.285646013011802,-5.046471620481589,-6.816048272150388,-2.028774616805337,398.0,-2.602522739865307,254.0,3.142086110560434,1.990424885187609,-0.28025815528788334
5,before,Fz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.216686925526505,5.947190645898898,4.455184909079941,3.943626899020756,2.546467937090525,1.4696184409872597,6.656280951347567,5.607546066672223,5.492648470298806,-6.286622264568187,-6.770039317078643,-7.3443210245386545,-1.8729129667360704,320.0,-2.9309229529145906,268.0,3.2730600265057492,3.400722708808373,2.9855664680926814
5,before,Cz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.114819579511348,4.01558509098444,3.2947375259998344,3.4162025562654907,2.073108557224627,1.9844361364616352,7.8560053311309375,7.103922975937112,7.773144082989285,-5.911665089676761,-5.052289022341348,-7.2431847710706725,-2.1379614140044767,334.0,-2.9078977131884356,274.0,2.6986170232458573,1.9424765337598133,1.3103013895381992
5,before,FCz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.638960396440207,5.114838318250052,3.4759877555925875,4.257044238348271,1.9147766942645783,0.8509029075115382,8.138156884970403,6.856080472579314,7.456566729596907,-6.405379944572303,-6.842546012556267,-8.40803124120202,-1.9452371095418106,320.0,-3.123309122263119,270.0,3.3819161580919355,3.200061623985474,2.625084848081049
5,before,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.5814322742271445,6.845202135347607,5.169456070697078,3.8255376461314214,3.0456911624648075,2.0241617079632293,7.837109632940893,7.047241979762451,6.6331247179374095,-4.730725993127182,-5.2982480115294575,-6.538131375934416,-2.7825565115334685,324.0,-2.2250154339660884,272.0,3.755894628095723,3.7995109728828,3.1452943627338485
5,after,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",8.182566424792658,6.186725128730732,6.0635984382803265,6.156943289410606,4.497103416887153,2.0140900590625344,10.637461202216974,6.716666894958565,7.162289241842403,-7.560789000223102,-8.97117448052497,-7.715932976610974,-1.9240412980864554,296.0,-0.42566622251913566,296.0,2.0256231353820517,1.6896217118435786,4.049508379217793
5,after,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.787606587202909,7.293219695303183,4.229030030554854,4.382745964251543,4.5316908189822485,0.6094199912399286,8.295895603528871,5.909837180749439,6.3324303530877915,-8.352377813667154,-7.796306577475144,-6.152674847951639,-2.1908192046075223,252.0,-0.1546526528590143,310.0,3.4048606229513654,2.7615288763209342,3.619610039314925
5,after,F4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",8.157819699193844,6.3780155218981625,6.127480270354076,6.571006382549178,4.79743978520425,1.906453914108288,9.203107915344127,5.6912170115516565,5.399799329513591,-7.120895865802241,-8.411502183052534,-6.762209286497682,-1.0302990975515878,294.0,-0.6303110699122179,294.0,1.5868133166446663,1.5805757366939126,4.221026356245789
5,after,C3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.842838149782943,4.969491510028472,2.1325107724512433,3.7478274251910686,2.979213932451428,-0.8791502977954186,10.09523238150635,6.896467122518993,5.7933978246733275,-6.629096065340108,-6.756367526117373,-6.75410754725005,-2.398585025318798,298.0,-1.0340547499434964,184.0,2.0950107245918743,1.9902775775770434,3.011661070246662
5,after,C4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.663010549593092,4.95452235584193,5.1090092825680715,5.280995141957264,3.121597098052677,1.3116273553000006,10.97680489660852,6.347529839888584,7.2346103925702945,-5.2452348080912135,-8.102326637207407,-5.9101395323092065,-0.954060097698513,298.0,-0.01824180892173599,296.0,1.3820154076358282,1.832925257789253,3.797381927268071
5,after,Fz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.243802376123178,6.700271833232624,5.0306323702320235,4.1528594212887615,4.2399152196884335,1.5346746150196675,9.447143572654873,6.242057596848725,7.096090789009327,-8.870819025160849,-8.590378371546448,-7.751459158248933,-1.9074292714621155,260.0,-1.4889313482242281,302.0,3.090942954834416,2.4603566135441906,3.495957755212356
5,after,Cz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.705671075800043,4.638937438336996,2.9113743794580653,3.782008106697764,3.004456865140575,0.2922702679084978,13.022098095267785,7.534712015537593,9.179684167578326,-5.983640326688651,-7.427061323753568,-6.030903730691503,-1.9052252567223127,300.0,-0.4262949355586373,304.0,2.923662969102279,1.6344805731964214,2.6191041115495675
5,after,FCz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.397417970115362,6.065539658904026,4.574756546309505,4.066431946263669,3.764473251240089,1.256220516552183,12.306639284629808,7.3322074933568215,9.188529689553787,-8.729487110881172,-8.835575168223908,-7.631072751409903,-1.6837665266016602,298.0,-1.1803770117813819,304.0,3.3309860238516933,2.301066407663937,3.318536029757322
5,after,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.539931570157769,6.708099303019368,3.810662418171277,4.406655403276958,3.7203110237165804,0.0319910497143884,10.777515429832619,7.341151972960316,7.328232090239699,-8.424622211721399,-8.25846495212716,-7.222610833508664,-2.2548490809805015,296.0,0.16811413714842532,308.0,3.133276166880811,2.9877882793027872,3.7786713684568887
5,long-term,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",9.3562134586924,6.329398158656624,7.1991858760188085,4.578596626666251,3.566973406478628,2.7802845861760908,6.542979856424911,5.911037351401289,6.861626182837273,-5.215496081549057,-5.8444862222916605,-4.9812632397832255,-1.1570189297385416,312.0,-1.4950061470904508,350.0,4.777616832026149,2.762424752177996,4.418901289842718
5,long-term,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",8.767161314064513,6.567907456152178,6.56630213073145,5.874315755617597,3.418812913686873,2.6781841571164207,5.972551813650697,3.7972099112551247,4.4923388763514565,-4.4742571696267905,-5.026283994608266,-3.469534283257897,-2.029939221934907,318.0,-0.4321952696950262,322.0,2.8928455584469157,3.1490945424653054,3.8881179736150293
5,long-term,F4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",9.833601563905436,6.157379832524483,6.550746133167609,5.786067470692619,3.433468764262674,2.4586687897984025,6.055800131287301,4.495337093273274,4.664933832439938,-4.643838259597332,-5.733859461392886,-4.684001132737742,-0.9925712931995228,314.0,-1.0579039599419198,320.0,4.047534093212817,2.723911068261809,4.092077343369207
5,long-term,C3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.103834641805142,5.099732990681047,4.614507343894459,3.2052875760760338,1.238961866757137,0.4352789504927931,6.777747942896812,4.781415298773098,5.8457796445362185,-3.2074919471826764,-4.737940498737052,-4.79370914360713,-1.5237128252066425,320.0,-1.628918135039204,326.0,3.8985470657291086,3.86077112392391,4.179228393401666
5,long-term,C4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.881021157504292,5.034625847737249,5.784064493710427,3.362859853706669,2.3062328560907788,1.6241036191931757,6.4833744447013215,6.12700773265203,7.305559165364195,-4.171669773145908,-4.6596741352984585,-5.011940710740143,-1.6331836527037817,304.0,-3.063495124566046,374.0,4.518161303797623,2.7283929916464706,4.159960874517251
5,long-term,Fz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",11.147021644751844,6.975098695824095,6.236594449637318,7.98448606356509,3.8196697164892264,2.1615516967414017,9.186945047531916,5.422052978021606,6.2958106667403415,-2.867007280298689,-6.365804903586935,-6.399457339414001,1.3345392041155542,318.0,-0.4547590856752112,180.0,3.162535581186754,3.155428979334869,4.075042752895916
5,long-term,Cz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",8.433824000930477,5.754328612566639,5.4067533076145065,3.374951423983677,2.3237153377294577,2.177595585167298,8.015613570633487,7.221465512836511,9.81615207786484,-3.6162970884419487,-5.4434412410758535,-4.2566718766777925,-0.9680440262791072,280.0,-0.11186399470247799,336.0,5.0588725769468,3.4306132748371816,3.2291577224472086
5,long-term,FCz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",10.66763910109537,7.068465152760577,6.253446681682405,6.198790483905738,3.4452154720899397,2.5432661321409733,9.058659965165127,6.576958307339388,8.18711601773674,-4.100229409782513,-7.61774008056863,-6.439644892821772,0.9778889752895228,316.0,0.020707630182370984,244.0,4.468848617189631,3.6232496806706376,3.7101805495414317
5,long-term,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",8.41893970935448,6.511696044951378,6.086745105747242,4.6647689492730375,2.8826343833450725,2.2278911865678,6.852799923934492,4.822183744259345,5.820025084393149,-4.3280058369443095,-5.6315378195776375,-4.58247480091764,-1.4433111272322654,320.0,-0.711211856589545,322.0,3.7541707600814433,3.629061661606306,3.8588539191794418
6,before,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.952691180805597,3.476347643119853,2.331588484196586,6.214723901654276,3.8832077144697887,4.6174872481408515,4.001125967675221,2.365610138578436,3.0311180635074484,-3.500113702863401,-2.4137376308585465,-4.888650024957818,-1.51145985313243,392.0,-2.8838382173375257,286.0,-0.262032720848679,-0.40686007134993574,-2.2858987639442656
6,before,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.044765364805588,3.547973954173877,3.101251493884354,6.728169419881369,3.8100044102706514,3.276265350227403,2.0165119319019267,0.42016374844491533,0.9352727059766586,-2.536868181671257,-2.7148341629694546,-3.182846859831093,-0.3568381353221609,394.0,-1.8915542815176054,282.0,-0.6834040550757807,-0.26203045609677433,-0.17501385634304922
6,before,F4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",7.7643030285634875,4.206154748942063,3.378594702570806,8.785326639743634,4.5915436536886025,4.978769501504392,3.263177170533687,1.0809888276562598,2.1058604638731064,-2.9075686531850606,-2.810230969553397,-4.064453022744507,-0.8130174332769923,392.0,-1.6751909271009788,286.0,-1.021023611180146,-0.38538890474653975,-1.6001747989335855
6,before,C3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",3.953080453069264,2.61995291034273,2.793040230083351,7.072103136938799,2.919565098362757,5.43913908719741,3.253047852481191,2.8259435064685143,3.417115518283189,-2.9498066579681157,-2.9164724380192406,-3.296749381228243,-0.9931980551075987,360.0,-1.3962584943153438,310.0,-3.1190226838695354,-0.29961218802002687,-2.646098857114059
6,before,C4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",3.782719470523068,1.9359225407774423,1.0379962197940324,4.021644875420721,2.244783650699333,2.299624223021771,4.536554170016019,2.293937499954889,3.3328045199726706,-1.9781281720119408,-1.4219874233518155,-4.267114871467078,-1.361768201962104,232.0,-3.4796742229295874,340.0,-0.23892540489765324,-0.30886110992189075,-1.2616280032277385
6,before,Fz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.5773119846462125,3.759923603054971,2.5946841270418117,7.699782330643253,4.156528277855191,3.848791745306409,3.1502896163639478,1.2956621875815004,1.9689952994286863,-3.8554871651129576,-3.3319947547339153,-3.6277167219099584,-1.1133993393202664,230.0,-1.0278826515100175,306.0,-1.1224703459970407,-0.3966046748002201,-1.2541076182645972
6,before,Cz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",4.17761495854161,2.5485604010513305,1.1160352136271925,5.344580839587451,2.877566810814128,3.4117929446242727,3.596333395667779,2.3896420700277554,3.608696417064547,-2.0749474231192546,-2.698795945088613,-4.817326482531502,-1.753546905820515,336.0,-2.4202822701214375,282.0,-1.166965881045841,-0.3290064097627976,-2.2957577309970802
6,before,FCz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.11839206858556,3.4553354078731764,2.1817960893018338,7.590192201130187,3.8295439944847502,4.449726390799594,4.518824267176369,2.144602235202754,3.4001606624459786,-3.101318548420776,-3.2934452101275737,-4.19150403579856,-1.1874188493973075,394.0,-1.2091328479653056,284.0,-1.4718001325446268,-0.37420858661157386,-2.26793030149776
6,before,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.241599229463113,3.27942227210407,3.5634289217320303,7.401913585085641,3.5896471952969464,4.850187500761598,3.299734701549489,1.9998154463266784,2.5548354704319047,-2.3930784194145858,-2.9026810853495184,-3.209138793764072,-0.0693913765510997,396.0,-1.8429854656743305,284.0,-2.1603143556225275,-0.31022492319287664,-1.2867585790295681
6,after,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",1.2406765492654128,1.8919929186898663,0.3584546432803045,1.4215251155964743,1.9406420582200221,2.1556061221594542,3.6204687046015223,2.8548001990438587,-0.35511942319884743,-4.808425161831513,-0.9475434875069448,-3.307275021700891,-4.0688589784804226,308.0,-3.777181213798863,180.0,-0.1808485663310615,-0.048649139530155816,-1.7971514788791496
6,after,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.198872583182212,3.021586210494628,-0.6280352423713148,3.6058138166950764,3.5009730428930106,0.35569251950837105,4.162566687321747,2.719085946266901,0.5099490789903212,-3.161694445968544,-1.4292071225134095,-2.948749707941644,-2.0053598057727324,322.0,-2.027992078699894,182.0,-1.4069412335128644,-0.47938683239838253,-0.9837277618796858
6,after,F4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.187573098884582,3.0495182997138954,1.1036370349648543,2.2144566147124465,3.1090988350116824,1.1214934056676649,4.258228065741484,3.4303719461540934,0.6183373676529539,-4.187922297965842,-1.5077650186238394,-3.8172101361152735,-2.9718149737590602,320.0,-3.2845237937386136,180.0,-0.026883515827864635,-0.05958053529778695,-0.017856370702810542
6,after,C3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",1.0289306786703936,2.0469304939549238,-1.4616395748029283,1.1855645769844572,2.5859770536012525,0.3420596704083008,3.1669449757283656,1.1610925190851609,1.5398815227548488,-4.096307140992536,-0.8642381550447096,-1.3973967529134006,-3.506210360150155,310.0,-1.0339004169863613,246.0,-0.1566338983140636,-0.5390465596463287,-1.803699245211229
6,after,C4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",-0.7537550983681858,0.8308307091373621,0.2247916920860104,-0.5291562272919756,0.8534810730627476,0.2186179289614029,0.9607794199629748,1.957044456019812,-0.95160440522273,-5.370934277428239,-0.3295822558258771,-2.7466201766203198,-5.274066383441555,302.0,-2.772669405217589,180.0,-0.22459887107621013,-0.02265036392538544,0.0061737631246075175
6,after,Fz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.831409037808588,3.168439860960118,-1.3802669793495936,2.312881959911889,3.2220737640103065,-0.6318893129792712,4.897087174580209,3.1303590537738186,-0.061020728712294414,-4.020420302313857,-0.9270855938836764,-3.73478213945262,-3.219727795815226,326.0,-3.3666074009939564,182.0,0.518527077896699,-0.05363390305018845,-0.7483776663703224
6,after,Cz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",0.4963650263497084,1.7956399795520823,-0.13376298479870985,0.7323374380836589,1.9213891495866424,-0.8199896429549592,3.448189328144057,2.1566837406405903,-0.11484498052153162,-4.99817487254103,-0.8280627797838029,-2.9648192287278423,-4.508151518253178,302.0,-2.643501030262973,246.0,-0.2359724117339505,-0.1257491700345601,0.6862266581562494
6,after,FCz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.243977156880833,2.6934683545497946,-0.5693458560483898,1.806210491817167,2.7671382538751184,-0.15684904787771087,4.893872374332962,2.912681146738568,-0.22388118649686464,-4.635080419624346,-0.8601921112638947,-2.874163249725067,-4.005059579910503,302.0,-3.3502976802050077,180.0,0.4377666650636658,-0.07366989932532375,-0.41249680817067896
6,after,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.2033017321964983,2.967637400328995,-0.8356813177667248,2.328473094484141,3.4295070456172683,-0.6543981586363989,3.7659027168995376,2.0225525564422475,0.9086418683918353,-3.995045156919549,-1.2486752523192126,-1.9501666702074552,-2.8252961956076703,308.0,-1.4722311858219466,180.0,-0.12517136228764292,-0.4618696452882731,-0.1812831591303259
6,long-term,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.284243706540952,3.6852749716995055,3.957231332406832,8.867934230150972,4.1333543332902565,4.440564665479031,5.650334767560409,2.8294060406159525,1.5666430694676932,-2.1821679167001484,-2.926223891401257,-3.679356713038204,0.15639855732867636,288.0,-3.045944582638951,390.0,-3.58369052361002,-0.448079361590751,-0.48333333307219917
6,long-term,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.866757572091129,5.548160195797622,4.387220138415247,7.11049039082143,5.814312264859325,4.757756099166626,6.372264064199923,3.3025611174911313,2.062710283852821,-4.734155649348901,-3.349929510672893,-4.267152951484022,-1.5317542157979291,360.0,-2.5224856090984615,384.0,-1.243732818730301,-0.26615206906170297,-0.3705359607513783
6,long-term,F4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.854797082245335,5.323637047483987,4.620110940309915,7.396182416628207,5.728568993186529,5.1269419273852375,4.771587167830298,2.3124014306095315,1.6102157810683009,-1.9365949917010687,-3.5454497968743803,-3.2859147747421056,0.3051368539332149,292.0,-2.7232826048779972,390.0,-0.5413853343828725,-0.40493194570254154,-0.5068309870753227
6,long-term,C3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.3416995959057854,3.8052776197926783,3.1771449891139025,6.367325699235026,4.1314156463424885,3.6224126235329663,5.650397843711014,4.1560596088295,3.567642819161517,-5.4465315273153605,-3.071806817641262,-2.281977194586704,-2.7162533199058787,298.0,-1.957510349305443,350.0,-4.02562610332924,-0.32613802654981017,-0.4452676344190638
6,long-term,C4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",1.0702034294048786,1.9855943020854396,0.6473921709913149,6.336224620069188,2.298844361220595,3.534304898552103,5.7340556973251475,2.1150250568924345,1.4834828778516116,-1.6707537140215,-1.930692408546578,-3.9086072655483273,-0.09220161021419959,294.0,-3.09245232689162,388.0,-5.2660211906643095,-0.31325005913515547,-2.886912727560788
6,long-term,Fz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",6.304259225478141,4.850162761787212,4.796380302479483,7.613745758663319,5.257566292897575,5.301732855510075,4.028581965808505,2.808445017072174,0.7135627087435324,-4.8236778552573645,-4.072387212536216,-3.5182975491291,-2.2538271071236804,292.0,-2.235587796133094,388.0,-1.3094865331851775,-0.4074035311103632,-0.5053525530305913
6,long-term,Cz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",3.552402551140364,3.8362372743828015,3.108722810877681,6.393306830653932,4.178209904825823,3.5928366680756394,6.9271857954266425,3.622494255656764,2.0498436389419186,-5.6995122638824185,-3.4823491059669776,-4.810015786622596,-2.453780492220047,296.0,-3.16734538200005,334.0,-2.8409042795135684,-0.3419726304430215,-0.4841138571979582
6,long-term,FCz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.223872740776517,4.59463719988905,4.348456321067583,7.098076218417193,4.987661781129579,4.903113097979006,6.268390734982411,3.6276026910931023,2.254825017697929,-5.610499284961196,-4.042891760375036,-3.949975575505291,-2.733695321958555,294.0,-2.5877889455388754,386.0,-1.874203477640676,-0.3930245812405291,-0.5546567769114228
6,long-term,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",5.316611632653758,4.945843491723236,3.925816053813513,7.708393227308112,5.290809954793051,4.402426055115342,6.548726225630842,4.020080194410951,2.8694483268394637,-4.7385009567597045,-3.4606657486356758,-3.0603871818293613,-1.6975826116258887,300.0,-1.8152201323421906,386.0,-2.391781594654354,-0.3449664630698148,-0.47661000130182885
7,before,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",0.2062287142700644,3.923259478509625,2.013373604287533,-0.3512746512734158,3.616741261518978,1.877696562315417,-0.9527620603194892,1.6121536227304083,0.5670024679610889,-5.7595934223272875,-3.9558737908468378,-5.1817456249775695,-2.5213112566923477,180.0,-1.2837378123330474,398.0,0.5575033655434802,0.3065182169906473,0.13567704197211605
7,before,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",-0.2419965060413303,2.9080301698718602,3.1501699303093065,-0.611817269455254,2.8795180502291307,2.6312777794731987,-1.3656596767109812,1.5236571515845452,3.1289235676264133,-6.108320996819567,-3.18338185030019,-3.1270191745824807,-3.041885449644518,204.0,-1.0986323073498945,254.0,0.3698207634139238,0.028512119642729594,0.5188921508361077
7,before,F4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",-0.042114809225160386,3.9907210635460353,1.7667044493699435,-1.045455891787429,4.174419131364939,2.3227696059155942,-2.3103127764090505,2.3571078145763438,1.3942437500910232,-6.683130561233512,-3.871833672626825,-5.315837942289092,-4.231707280893922,180.0,-1.602930844357509,228.0,1.0033410825622686,-0.18369806781890352,-0.5560651565456507
7,before,C3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",1.6902326970007209,1.4642256044531503,1.6692039846169289,-0.2598752272805214,0.9909367502155498,1.6347247248123742,1.1121912481766534,1.0347521526842205,2.788201403070711,-5.075757462348462,-3.980217914519722,-3.3015507252530627,-1.8241972424104285,346.0,-0.8650554029984688,398.0,1.9501079242812422,0.4732888542376005,0.034479259804554685
7,before,C4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",0.8519753009599345,2.6178383799922065,2.0986903908333034,0.44962233062282825,2.2022729298441543,1.6450309467805635,1.255498132481313,0.4282467671374828,0.2919046946665297,-3.9818596196357214,-2.9929244922288927,-3.1772378446080527,-1.08353550546135,226.0,-0.5829154779727779,398.0,0.4023529703371062,0.41556545014805213,0.45365944405273995
7,before,Fz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",-0.4104900708992461,3.734915245130972,2.5213928543773383,-0.8506973724159493,3.7537304685209074,2.982161205910478,-1.958344063230064,2.4701658237760924,3.5065567745577773,-6.500358086975304,-2.7440591274256803,-4.225125065451231,-4.123212238324676,184.0,-1.6606431002857085,210.0,0.44020730151670323,-0.018815223389935465,-0.4607683515331398
7,before,Cz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.0752982605311576,2.09060642632285,0.2786569161643023,0.33573243732195424,1.544404562785728,2.0563495824166824,1.248609722940578,1.1877687148294849,4.715311098876384,-3.646231761789235,-3.2070334408558963,-5.517115281852689,-1.854542337643367,348.0,-2.6402347081772652,210.0,1.7395658232092033,0.5462018635371222,-1.77769266625238
7,before,FCz,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",0.5826782938035385,3.5543853726466548,1.4524730095867049,-0.1855820783308676,3.0823967844249864,2.883169694577968,-0.17564386716445454,2.025303487602786,4.027557803869565,-5.22632337620759,-2.8392416687603834,-5.192375907959153,-2.387081707447207,228.0,-2.6604824810495615,212.0,0.7682603721344061,0.47198858822166834,-1.4306966849912632
7,before,FC3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",1.09009602998846,2.1377338929548366,2.759257805273025,-0.008619042930844204,1.9123876903113528,3.384252007055452,0.30531921080738184,1.2367867486736628,3.0480564696380608,-5.340453163601653,-4.001276340930787,-3.2461631901994847,-2.199717803274411,344.0,-0.4556376674549305,398.0,1.098715072919304,0.22534620264348382,-0.6249942017824268
7,after,FC4,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.5048615924652644,3.115248201386377,4.500815520120102,2.7265556805722424,3.2995300068053632,3.6757726838876583,1.7472322773908395,0.8617764632986191,0.03572515960743181,-6.013904520358264,-5.355372333755925,-8.59468110787979,-3.8962809226601216,270.0,-3.4390848234193037,210.0,-0.221694088106978,-0.1842818054189861,0.8250428362324436
7,after,F3,"range(50, 80)","range(80, 120)","range(150, 180)","range(200, 350)","range(180, 400)",2.1018489994588134,1.9197502365365458,3.780366437580411,1.3083710464543683,2.022676064363847,2.8840783905684453,1.5293989288525347,0.053907292733450886,1.1439062258296908,-3.289262921456245,-4.4301416358189085,-0.5620110249259026,-2.09713547939251,302.0,-1.1392593902218238,192.0,0.7934779530044451,-0.10292582782730109,0.8962880470119656
